"considering, слово номер: 11","<p align=""left"">Главный перевод: учитывая<br>Часть речи: <font color=""#0000ff"">conjunction</font><br>учитывая<br>принимая во внимание<br>Часть речи: <font color=""#0000ff"">adverb</font><br>в общем<br>при сложившихся обстоятельствах<br>Часть речи: <font color=""#0000ff"">preposition</font><br>Def: taking (something) into consideration; in view of.,<br>Example: considering the circumstances, Simon was remarkably cheerful<br>Часть речи: <font color=""#0000ff"">conjunction</font><br>Def: taking the specified thing into consideration; in view of the fact that.,<br>Example: considering that he was the youngest on the field, he played well<br>Часть речи: <font color=""#0000ff"">adverb</font><br>Def: taking everything into account.,<br>Example: they weren't feeling too bad, considering<br></p>"
"attitude, слово номер: 12","<p align=""left"">Главный перевод: отношение<br>Часть речи: <font color=""#0000ff"">noun</font><br>отношение<br>позиция<br>мироощущение<br>поза<br>осанка<br>положение самолета в воздухе<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: a settled way of thinking or feeling about someone or something, typically one that is reflected in a person's behavior.,<br>Example: she took a tough attitude toward other people's indulgences<br></p>"
"waiter, слово номер: 13","<p align=""left"">Главный перевод: официант<br>Часть речи: <font color=""#0000ff"">noun</font><br>официант<br>подавальщик<br>поднос<br>вращающийся столик для закусок<br>открытая этажерка для закусок<br>кухонный лифт<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: a man whose job is to serve customers at their tables in a restaurant.,<br>Example: None<br>Def: a person who waits for a time, event, or opportunity.,<br>Example: None<br>Def: a small tray; a salver.,<br>Example: None<br></p>"
"attach, слово номер: 14","<p align=""left"">Главный перевод: прикреплять<br>Часть речи: <font color=""#0000ff"">verb</font><br>прикреплять<br>придавать<br>присоединять<br>привязывать<br>прикладывать<br>связывать<br>приписывать<br>пристраивать<br>назначать<br>скреплять<br>стыковать<br>арестовывать<br>располагать к себе<br>накладывать арест<br>прикомандировывать<br>описывать<br>задерживать<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: fasten; join.,<br>Example: he made certain that the trailer was securely attached to the van<br>Def: attribute importance or value to.,<br>Example: he doesn't attach too much importance to radical ideas<br>Def: seize (a person's property) by legal authority.,<br>Example: the court attached his wages for child support<br></p>"
"mean, слово номер: 15","<p align=""left"">verbs forms: meant <br>Главный перевод: иметь в виду<br>Часть речи: <font color=""#0000ff"">noun</font><br>среднее<br>среднее значение<br>средство<br>середина<br>средняя величина<br>среднее число<br>среднее арифметическое<br>Часть речи: <font color=""#0000ff"">adjective</font><br>средний<br>скупой<br>подлый<br>захудалый<br>плохой<br>низкий<br>скромный<br>жалкий<br>убогий<br>недоброжелательный<br>бедный<br>слабый<br>скаредный<br>придирчивый<br>серединный<br>посредственный<br>нечестный<br>низкого происхождения<br>смущающийся<br>трудный<br>неподдающийся<br>Часть речи: <font color=""#0000ff"">verb</font><br>означать<br>значить<br>подразумевать<br>намереваться<br>иметь в виду<br>подразумеваться<br>думать<br>иметь значение<br>предвещать<br>предназначаться<br>предназначать<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: intend to convey, indicate, or refer to (a particular thing or notion); signify.,<br>Example: I don't know what you mean<br>Def: intend (something) to occur or be the case.,<br>Example: they mean no harm<br>Def: have as a consequence or result.,<br>Example: the proposals are likely to mean another hundred closures<br>Часть речи: <font color=""#0000ff"">adjective</font><br>Def: unkind, spiteful, or unfair.,<br>Example: it was very mean of me<br>Def: (especially of a place) poor in quality and appearance; shabby.,<br>Example: her home was mean and small<br>Def: excellent; very skillful or effective.,<br>Example: he's a mean cook<br>Def: (of a quantity) calculated as a mean; average.,<br>Example: by 1989, the mean age at marriage stood at 24.8 for women and 26.9 for men<br>Def: equally far from two extremes.,<br>Example: hope is the mean virtue between despair and presumption<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: the value obtained by dividing the sum of several quantities by their number; an average.,<br>Example: acid output was calculated by taking the mean of all three samples<br>Def: a condition, quality, or course of action equally removed from two opposite (usually unsatisfactory) extremes.,<br>Example: the mean between two extremes<br></p>"
"driving me, слово номер: 16","<p align=""left"">Главный перевод: за рулем<br></p>"
"impose, слово номер: 17","<p align=""left"">Главный перевод: навязывать<br>Часть речи: <font color=""#0000ff"">verb</font><br>навязать<br>навязывать<br>налагать<br>облагать<br>верстать<br>обманывать<br>навязаться<br>всучить<br>облагаться<br>спускать<br>заключать<br>обманом продать<br>впечатлять<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: force (something unwelcome or unfamiliar) to be accepted or put in place.,<br>Example: the decision was theirs and was not imposed on them by others<br>Def: take advantage of someone by demanding their attention or commitment.,<br>Example: she realized that she had imposed on Miss Hatherby's kindness<br>Def: arrange (pages of type) so that they will be in the correct order after printing and folding.,<br>Example: None<br></p>"
"until, слово номер: 18","<p align=""left"">Главный перевод: до того как<br>Часть речи: <font color=""#0000ff"">preposition</font><br>до<br>не раньше<br>Часть речи: <font color=""#0000ff"">conjunction</font><br>до тех пор пока<br>Часть речи: <font color=""#0000ff"">preposition</font><br>Def: up to (the point in time or the event mentioned).,<br>Example: the kidnappers have given us until October 11th to deliver the documents<br>Часть речи: <font color=""#0000ff"">conjunction</font><br>Def: up to the point in time or the event mentioned.,<br>Example: you don't know what you can achieve until you try<br></p>"
"regard, слово номер: 19","<p align=""left"">Главный перевод: внимание<br>Часть речи: <font color=""#0000ff"">noun</font><br>внимание<br>отношение<br>уважение<br>взгляд<br>взор<br>привет<br>оценка<br>забота<br>поклон<br>разглядывание<br>расположение<br>Часть речи: <font color=""#0000ff"">verb</font><br>рассматривать<br>считать<br>относиться<br>считаться<br>смотреть на<br>уважать<br>иметь отношение<br>обращать внимание<br>принимать во внимание<br>разглядывать<br>касаться<br>наблюдать<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: consider or think of (someone or something) in a specified way.,<br>Example: she regarded Omaha as her base<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: attention to or concern for something.,<br>Example: the court must have regard to the principle of welfare<br>Def: best wishes (used to express friendliness in greetings, especially at the end of letters).,<br>Example: give her my regards<br></p>"
"slack, слово номер: 20","<p align=""left"">Главный перевод: расслабиться<br>Часть речи: <font color=""#0000ff"">adjective</font><br>вялый<br>слабый<br>несильный<br>небрежный<br>медленный<br>расслабляющий<br>медлительный<br>ленивый<br>расхлябанный<br>ненатянутый<br>слабонатянутый<br>дряблый<br>неактивный<br>Часть речи: <font color=""#0000ff"">noun</font><br>слабина<br>затишье<br>зазор<br>люфт<br>угольная пыль<br>бездействие<br>безделье<br>ослабнувшая веревка<br>игра<br>ненатянутость<br>стоячая вода<br>ослабнувшая слабина<br>Часть речи: <font color=""#0000ff"">verb</font><br>ослаблять<br>распускать<br>слабнуть<br>замедлять<br>замедляться<br>лодырничать<br>бить баклуши<br>утолять<br>идти вяло<br>гасить известь<br>тушить кокс<br>Часть речи: <font color=""#0000ff"">adjective</font><br>Def: not taut or held tightly in position; loose.,<br>Example: a slack rope<br>Def: (of business) characterized by a lack of work or activity; quiet.,<br>Example: business was rather slack<br>Def: having or showing laziness or negligence.,<br>Example: slack accounting procedures<br>Def: (of a tide) neither ebbing nor flowing.,<br>Example: soon the water will become slack, and the tide will turn<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: the part of a rope or line which is not held taut; the loose or unused part.,<br>Example: I picked up the rod and wound in the slack<br>Def: a spell of inactivity or laziness.,<br>Example: he slept deeply, refreshed by a little slack in the daily routine<br>Def: casual trousers.,<br>Example: he put on a gray shirt and loose cotton slacks<br>Def: coal dust or small pieces of coal.,<br>Example: the fire was stoked with a mixture of slack and cement<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: loosen (something, especially a rope).,<br>Example: slacking the outhaul allows you to adjust the sail<br>Def: decrease or reduce in intensity, quantity, or speed.,<br>Example: the flow of blood slacked off<br>Def: slake (lime).,<br>Example: 150 sacks of lime were slacked by the inrushing water<br>Часть речи: <font color=""#0000ff"">adverb</font><br>Def: loosely.,<br>Example: their heads were hanging slack in attitudes of despair<br></p>"
"seemingly, слово номер: 21","<p align=""left"">Главный перевод: по-видимому<br>Часть речи: <font color=""#0000ff"">adverb</font><br>на вид<br>судя по виду<br>по-видимому<br>Часть речи: <font color=""#0000ff"">adverb</font><br>Def: so as to give the impression of having a certain quality; apparently.,<br>Example: a seemingly competent and well-organized person<br></p>"
"along, слово номер: 22","<p align=""left"">Главный перевод: вдоль<br>Часть речи: <font color=""#0000ff"">adverb</font><br>вдоль<br>вместе<br>вперед<br>с собой<br>дальше<br>по длине<br>уже<br>по всей линии<br>Часть речи: <font color=""#0000ff"">preposition</font><br>вдоль<br>по<br>Часть речи: <font color=""#0000ff"">preposition</font><br>Def: moving in a constant direction on (a road, path, or any more or less horizontal surface).,<br>Example: soon we were driving along a narrow road<br>Def: extending in a more or less horizontal line on.,<br>Example: cars were parked along the grass border<br>Часть речи: <font color=""#0000ff"">adverb</font><br>Def: moving in a constant direction on a road, path, or any more or less horizontal surface.,<br>Example: he continued to plod along<br>Def: in or into company with others.,<br>Example: he had brought along a friend of his<br></p>"
"come, слово номер: 23","<p align=""left"">verbs forms: came come <br>phrasal verbs: come about, come across, come after, come along, come around, come at, come away, come back, come before, come by, come down, come down on, come down to, come down with, come for, come forward, come from, come in, come in for, come into, come of, come off, come on, come on to, come out, come out in, come out with, come over, come through, come to, come under, come up, come up against, come up with, come upon, <br>Главный перевод: прийти<br>Часть речи: <font color=""#0000ff"">verb</font><br>приехать<br>приходить<br>приезжать<br>наступить<br>прибывать<br>происходить<br>подходить<br>кончить<br>являться<br>бывать<br>доходить<br>достигать<br>становиться<br>натолкнуться<br>нападать<br>случаться<br>выпадать<br>равняться<br>делаться<br>спускать<br>овладевать<br>достичь оргазма<br>вести происхождение<br>наставать<br>охватывать<br>доставаться<br>составлять<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: move or travel toward or into a place thought of as near or familiar to the speaker.,<br>Example: Jessica came into the kitchen<br>Def: occur; happen; take place.,<br>Example: twilight had not yet come<br>Def: take or occupy a specified position in space, order, or priority.,<br>Example: prisons come far down the list of priorities<br>Def: pass into a specified state, especially one of separation or disunion.,<br>Example: his shirt had come undone<br>Def: be sold, available, or found in a specified form.,<br>Example: the cars come with a variety of extras<br>Def: have an orgasm.,<br>Example: None<br>Часть речи: <font color=""#0000ff"">preposition</font><br>Def: when a specified time is reached or event happens.,<br>Example: I don't think that they'll be far away from honors come the new season<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: semen ejaculated by a man at an orgasm.,<br>Example: None<br></p>"
"lack, слово номер: 24","<p align=""left"">Главный перевод: недостаток<br>Часть речи: <font color=""#0000ff"">noun</font><br>отсутствие<br>недостаток<br>нужда<br>Часть речи: <font color=""#0000ff"">verb</font><br>не хватать<br>недоставать<br>испытывать недостаток<br>нуждаться<br>не иметь<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: the state of being without or not having enough of something.,<br>Example: there is no lack of entertainment aboard ship<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: be without or deficient in.,<br>Example: the novel lacks imagination<br></p>"
"beware, слово номер: 25","<p align=""left"">Главный перевод: остерегаться<br>Часть речи: <font color=""#0000ff"">verb</font><br>остерегаться<br>беречься<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: be cautious and alert to the dangers of.,<br>Example: consumers were warned to beware of faulty packaging<br></p>"
"charge, слово номер: 26","<p align=""left"">Главный перевод: заряжать<br>Часть речи: <font color=""#0000ff"">noun</font><br>заряд<br>обязанности<br>обвинение<br>ответственность<br>расходы<br>загрузка<br>нагрузка<br>цена<br>поручение<br>налог<br>издержки<br>шихта<br>атака<br>нападение<br>хранение<br>требование<br>послание епископа к пастве<br>предписание<br>паства<br>сигнал к атаке<br>надзор<br>занесение на счет<br>попечение<br>бремя<br>забота<br>калоша<br>лицо, состоящее на попечении<br>Часть речи: <font color=""#0000ff"">verb</font><br>заряжать<br>обвинять<br>поручать<br>атаковать<br>загружать<br>взваливать<br>просить<br>нагружать<br>требовать<br>обременять<br>назначать цену<br>наполнять<br>насыщать<br>предписывать<br>записывать на счет<br>записывать в долг<br>вменять в обязанность<br>вверять<br>напутствовать присяжных<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: demand (an amount) as a price from someone for a service rendered or goods supplied.,<br>Example: he charged me 2 euros for the postcard<br>Def: accuse (someone) of something, especially an offense under law.,<br>Example: they were charged with assault<br>Def: entrust (someone) with a task as a duty or responsibility.,<br>Example: the committee was charged with reshaping the educational system<br>Def: store electrical energy in (a battery or battery-operated device).,<br>Example: the shaver can be charged up and used while traveling<br>Def: rush forward in attack.,<br>Example: the plan is to charge headlong at the enemy<br>Def: place a heraldic bearing on.,<br>Example: a pennant argent, charged with a cross gules<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: a price asked for goods or services.,<br>Example: an admission charge<br>Def: an accusation, typically one formally made against a prisoner brought to trial.,<br>Example: he appeared in court on a charge of attempted murder<br>Def: the responsibility of taking care or control of someone or something.,<br>Example: the people in her charge are pupils and not experimental subjects<br>Def: the property of matter that is responsible for electrical phenomena, existing in a positive or negative form.,<br>Example: None<br>Def: a quantity of explosive to be detonated in order to fire a gun or similar weapon.,<br>Example: smaller charges, fired on three minute fuses lit by hand<br>Def: a headlong rush forward, typically one made by attacking soldiers in battle.,<br>Example: a cavalry charge<br>Def: a device or bearing placed on a shield or crest.,<br>Example: None<br></p>"
"earn, слово номер: 27","<p align=""left"">verbs forms: earned <br>phrasal verbs: earn out, <br>Главный перевод: зарабатывать<br>Часть речи: <font color=""#0000ff"">verb</font><br>зарабатывать<br>заслуживать<br>наработать<br>приносить доход<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: obtain (money) in return for labor or services.,<br>Example: they earn $35 per hour<br></p>"
"bidirectional, слово номер: 28","<p align=""left"">Главный перевод: двунаправленный<br>Часть речи: <font color=""#0000ff"">adjective</font><br>Def: functioning in two directions.,<br>Example: None<br></p>"
"approval, слово номер: 29","<p align=""left"">Главный перевод: одобрение<br>Часть речи: <font color=""#0000ff"">noun</font><br>утверждение<br>одобрение<br>согласие<br>рассмотрение<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: the action of approving something.,<br>Example: the road plans have been given approval<br></p>"
"wonder, слово номер: 30","<p align=""left"">Главный перевод: удивляться<br>Часть речи: <font color=""#0000ff"">noun</font><br>чудо<br>удивление<br>изумление<br>невидаль<br>нечто удивительное<br>Часть речи: <font color=""#0000ff"">verb</font><br>удивляться<br>интересоваться<br>дивиться<br>подивиться<br>желать знать<br>Часть речи: <font color=""#0000ff"">adjective</font><br>изумительный<br>Часть речи: <font color=""#0000ff"">noun</font><br>Def: a feeling of surprise mingled with admiration, caused by something beautiful, unexpected, unfamiliar, or inexplicable.,<br>Example: he had stood in front of it, observing the intricacy of the ironwork with the wonder of a child<br>Часть речи: <font color=""#0000ff"">verb</font><br>Def: desire or be curious to know something.,<br>Example: how many times have I written that, I wonder?<br>Def: feel doubt.,<br>Example: I wonder about such a marriage<br>Def: feel admiration and amazement; marvel.,<br>Example: people stood by and wondered at such bravery<br></p>"
"pathetic, слово номер: 31","<p align=""left"">Главный перевод: жалкий<br>Часть речи: <font color=""#0000ff"">adjective</font><br>жалкий<br>патетический<br>трогательный<br>жалостный<br>Часть речи: <font color=""#0000ff"">adjective</font><br>Def: arousing pity, especially through vulnerability or sadness.,<br>Example: she looked so pathetic that I bent down to comfort her<br>Def: miserably inadequate; of very low standard.,<br>Example: he's a pathetic excuse for a man<br>Def: relating to the emotions.,<br>Example: None<br></p>"
